


 mean density =  5514.308     surface ellipticity = 1/299.863
 nic =  55   noc = 109   moho = 213   nsl = 219   n = 222



 level   radius       rho        vpv        vph       vsv       vsh      eta       g       1/qm     1/qk      1/ell    etaell
  163  5206000.0  4675.039  11724.454  11724.454  6500.095  6500.095  1.00000  9.95067  0.00321  0.00002  0.0029931  0.52306
  164  5238833.3  4656.368  11674.108  11674.108  6480.185  6480.185  1.00000  9.95397  0.00321  0.00002  0.0030029  0.52304
  165  5271666.7  4637.587  11623.006  11623.006  6459.986  6459.986  1.00000  9.95750  0.00321  0.00002  0.0030128  0.52294
  166  5304500.0  4618.693  11571.125  11571.125  6439.491  6439.491  1.00000  9.96124  0.00321  0.00002  0.0030226  0.52278
  167  5337333.3  4599.684  11518.445  11518.445  6418.693  6418.693  1.00000  9.96517  0.00321  0.00002  0.0030323  0.52256
  168  5370166.7  4580.557  11464.942  11464.942  6397.583  6397.583  1.00000  9.96928  0.00321  0.00002  0.0030421  0.52228
  169  5403000.0  4561.311  11410.596  11410.596  6376.154  6376.154  1.00000  9.97355  0.00321  0.00002  0.0030517  0.52196
  170  5435833.3  4541.941  11355.383  11355.383  6354.399  6354.399  1.00000  9.97798  0.00321  0.00002  0.0030614  0.52159
  171  5468666.7  4522.447  11299.284  11299.284  6332.310  6332.310  1.00000  9.98255  0.00321  0.00002  0.0030710  0.52119
  172  5501500.0  4502.824  11242.274  11242.274  6309.879  6309.879  1.00000  9.98724  0.00321  0.00002  0.0030806  0.52075
  173  5534333.3  4483.071  11184.333  11184.333  6287.099  6287.099  1.00000  9.99205  0.00321  0.00002  0.0030902  0.52028
  174  5567166.7  4463.186  11125.439  11125.439  6263.961  6263.961  1.00000  9.99696  0.00321  0.00002  0.0030997  0.51979
  175  5600000.0  4443.165  11065.570  11065.570  6240.459  6240.459  1.00000 10.00195  0.00321  0.00002  0.0031092  0.51928
 ------------------------------------------------------------------------------------------------------------------------------------
  176  5600000.0  4443.165  11065.561  11065.561  6240.459  6240.459  1.00000 10.00195  0.00321  0.00002  0.0031092  0.51928
  177  5625250.0  4427.675  10987.049  10987.049  6166.582  6166.582  1.00000 10.00584  0.00321  0.00002  0.0031165  0.51888
  178  5650500.0  4412.102  10908.499  10908.499  6092.721  6092.721  1.00000 10.00978  0.00321  0.00002  0.0031237  0.51847
  179  5675750.0  4396.445  10829.908  10829.908  6018.876  6018.876  1.00000 10.01374  0.00321  0.00002  0.0031309  0.51806
  180  5701000.0  4380.703  10751.277  10751.277  5945.047  5945.047  1.00000 10.01774  0.00321  0.00002  0.0031381  0.51764
 ------------------------------------------------------------------------------------------------------------------------------------
  181  5701000.0  3992.137  10266.235  10266.235  5570.208  5570.208  1.00000 10.01774  0.00699  0.00002  0.0031381  0.51764
  182  5724333.3  3986.704  10230.097  10230.097  5552.144  5552.144  1.00000 10.01397  0.00699  0.00002  0.0031448  0.51950
  183  5747666.7  3981.270  10193.960  10193.960  5534.079  5534.079  1.00000 10.01045  0.00699  0.00002  0.0031515  0.52125
  184  5771000.0  3975.837  10157.822  10157.822  5516.015  5516.015  1.00000 10.00719  0.00699  0.00002  0.0031581  0.52289
 ------------------------------------------------------------------------------------------------------------------------------------
  185  5771000.0  3975.838  10157.829  10157.829  5516.003  5516.003  1.00000 10.00719  0.00699  0.00002  0.0031581  0.52289
  186  5796000.0  3944.329  10029.841  10029.841  5443.073  5443.073  1.00000 10.00370  0.00699  0.00002  0.0031653  0.52462
  187  5821000.0  3912.820   9901.852   9901.852  5370.143  5370.143  1.00000  9.99995  0.00699  0.00002  0.0031725  0.52640
  188  5846000.0  3881.311   9773.864   9773.864  5297.212  5297.212  1.00000  9.99595  0.00699  0.00002  0.0031796  0.52822
  189  5871000.0  3849.801   9645.876   9645.876  5224.282  5224.282  1.00000  9.99168  0.00699  0.00002  0.0031868  0.53009
  190  5896000.0  3818.292   9517.887   9517.887  5151.352  5151.352  1.00000  9.98716  0.00699  0.00002  0.0031940  0.53201
  191  5921000.0  3786.783   9389.899   9389.899  5078.422  5078.422  1.00000  9.98237  0.00699  0.00002  0.0032012  0.53398
  192  5946000.0  3755.273   9261.911   9261.911  5005.491  5005.491  1.00000  9.97732  0.00699  0.00002  0.0032085  0.53599
  193  5971000.0  3723.764   9133.922   9133.922  4932.561  4932.561  1.00000  9.97200  0.00699  0.00002  0.0032157  0.53805
 ------------------------------------------------------------------------------------------------------------------------------------
  194  5971000.0  3543.258   8905.239   8905.239  4769.899  4769.899  1.00000  9.97200  0.00699  0.00002  0.0032157  0.53805
  195  5993500.0  3529.822   8861.953   8861.953  4754.150  4754.150  1.00000  9.96374  0.00699  0.00002  0.0032222  0.54094
  196  6016000.0  3516.386   8818.666   8818.666  4738.399  4738.399  1.00000  9.95557  0.00699  0.00002  0.0032288  0.54377
  197  6038500.0  3502.950   8775.379   8775.379  4722.649  4722.649  1.00000  9.94748  0.00699  0.00002  0.0032354  0.54653
  198  6061000.0  3489.514   8732.092   8732.092  4706.899  4706.899  1.00000  9.93948  0.00699  0.00002  0.0032420  0.54923
  199  6083500.0  3476.078   8688.806   8688.806  4691.149  4691.149  1.00000  9.93155  0.00699  0.00002  0.0032486  0.55187
  200  6106000.0  3462.642   8645.519   8645.519  4675.400  4675.400  1.00000  9.92370  0.00699  0.00002  0.0032552  0.55446
  201  6128500.0  3449.206   8602.232   8602.232  4659.649  4659.649  1.00000  9.91593  0.00699  0.00002  0.0032619  0.55698
  202  6151000.0  3435.770   8558.946   8558.946  4643.899  4643.899  1.00000  9.90822  0.00699  0.00002  0.0032686  0.55946
 ------------------------------------------------------------------------------------------------------------------------------------
  203  6151000.0  3359.495   7800.490   8048.610  4441.102  4436.279  0.97654  9.90822  0.01250  0.00002  0.0032686  0.55946
  204  6174333.3  3362.031   7826.925   8065.520  4435.726  4457.220  0.96747  9.89898  0.01250  0.00002  0.0032755  0.56238
