  -2.6653131401249773E-004  0.87040839516418822        6.4795802417905866E-009  -2.6653131401249773E-004
  -1.4048424281398763E-005  0.84048252755779274        7.9758736221103616E-009  -1.4048424281398763E-005
   3.5977515409445617E-006  0.81020949489175675        9.4895252554121709E-009   3.5977515409445617E-006
  -2.7995404969266311E-005  0.73947308923685706        1.3026345538157160E-008  -2.7995404969266311E-005
  -1.4301918838230716E-004  0.71698527405650969        1.4150736297174522E-008  -1.4301918838230716E-004
  -1.0583287975332503E-004  0.77761667626041064        1.1119166186979481E-008  -1.0583287975332503E-004
  -3.8222527814425468E-005  0.81251010760463505        9.3744946197682507E-009  -3.8222527814425468E-005
  -9.9496100162326727E-007  0.71246913767452913        1.4376543116273543E-008  -9.9496100162326727E-007
  -4.8016137588333009E-005  0.60786453785648520        1.9606773107175742E-008  -4.8016137588333009E-005
   3.0894121970276753E-005  0.63770722605956665        1.8114638697021653E-008   3.0894121970276753E-005
  -9.0213444720633852E-005  0.65616298689153518        1.7191850655423230E-008  -9.0213444720633852E-005
  -6.1652110222437472E-005  0.68818421921383510        1.5590789039308257E-008  -6.1652110222437472E-005
   4.6810624700129185E-006  0.64798427550491366        1.7600786224754317E-008   4.6810624700129185E-006
  -8.8810480210233935E-005  0.56562244219470470        2.1718877890264762E-008  -8.8810480210233935E-005
  -2.4735035869018164E-005  0.59897224895685541        2.0051387552157230E-008  -2.4735035869018164E-005
  -1.1138719553442066E-004  0.16987464864596083        4.1506267567701974E-009  -1.1138719553442066E-004
  -3.7229238280214426E-006  0.12108626434846620        4.3945686782576689E-009  -3.7229238280214426E-006
  -3.7243605773021399E-006   8.9729956366225383E-002   4.5513502181688737E-009  -3.7243605773021399E-006
  -3.1846691165971163E-006   8.3315224781733768E-002   4.5834238760913311E-009  -3.1846691165971163E-006
  -2.2747363524100478E-005   7.7561732223979274E-002   4.6121913388801043E-009  -2.2747363524100478E-005
  -9.0187414697521781E-006   9.2046400311829660E-002   4.5397679984408515E-009  -9.0187414697521781E-006
  -9.6620995958287528E-006  0.10272233614366148        4.4863883192816935E-009  -9.6620995958287528E-006
  -3.3623575633253645E-006   7.9053915048263479E-002   4.6047304247586827E-009  -3.3623575633253645E-006
  -1.0846184001457717E-005   6.4746097968674476E-002   4.6762695101566272E-009  -1.0846184001457717E-005
   1.0152371002555121E-006   6.8388335797654187E-002   4.6580583210117291E-009   1.0152371002555121E-006
  -9.8182801069896895E-006   7.2853875853359756E-002   4.6357306207332004E-009  -9.8182801069896895E-006
  -1.1754490431688712E-006   7.2252978863247580E-002   4.6387351056837633E-009  -1.1754490431688712E-006
  -1.0072435115680189E-006   7.7759490795848901E-002   4.6112025460207566E-009  -1.0072435115680189E-006
  -1.1441616711617913E-005   6.3886635642787806E-002   4.6805668217860620E-009  -1.1441616711617913E-005
  -3.7424410803090153E-006   6.1858603159831785E-002   4.6907069842008417E-009  -3.7424410803090153E-006
  -6.3820270552638150E-005  0.96006926754291755        1.9965366228541169E-009  -6.3820270552638150E-005
  -1.1074400570923985E-004  0.96770363251776148        1.6148183741119287E-009  -1.1074400570923985E-004
  -4.1565389272896130E-005  0.86905208925464639        6.5473955372676772E-009  -4.1565389272896130E-005
  -1.1889741465071388E-004  0.87398340184945544        6.3008299075272385E-009  -1.1889741465071388E-004
   2.9545218845228027E-005  0.83766601472363722        8.1166992638181465E-009   2.9545218845228027E-005
   4.4075346735899020E-005  0.86753005824828011        6.6234970875859824E-009   4.4075346735899020E-005
  -7.6102563367759111E-005  0.91999433329577962        4.0002833352110177E-009  -7.6102563367759111E-005
  -8.9723197950829375E-005  0.80081681282788209        9.9591593586058915E-009  -8.9723197950829375E-005
  -5.6249262561424808E-005  0.75791936536157412        1.2104031731921286E-008  -5.6249262561424808E-005
   1.2161584259878872E-004  0.79074796380281920        1.0462601809859031E-008   1.2161584259878872E-004
  -1.3542718534343838E-004  0.80527998620020447        9.7360006899897784E-009  -1.3542718534343838E-004
  -2.6048615827657510E-005  0.69957980574971690        1.5021009712514155E-008  -2.6048615827657510E-005
  -1.6580715366553488E-004  0.70237087356196548        1.4881456321901730E-008  -1.6580715366553488E-004
  -9.2889619177501247E-005  0.66980890371916380        1.6509554814041812E-008  -9.2889619177501247E-005
  -1.2790970841823520E-004  0.76188351474290639        1.1905824262854676E-008  -1.2790970841823520E-004
