   1000000000.0000000        1.00000000       3.7641108752104260        2.2423832099868085E-008  -65.320532786270249       -2.6489770500783543     
   500000000.00000000        1.00000000       6.2206999832920777        4.7045345435352438E-008  -84.055038245965960       -3.6955358815973507     
   100000000.00000000        1.00000000       15.055270505536415        1.5501081227542175E-007  -112.01177804168451       -5.2572730193420609     
   70000000.000000000        1.00000000       17.292180846213643        1.8577496214192103E-007  -115.32679173482474       -5.4424584177304025     
   50000000.000000000        1.00000000       19.349001314364592        2.1451739685600855E-007  -117.76387911573342       -5.5786005393978568     
   20000000.000000000        1.00000000       24.264195158474809        2.8069508845461072E-007  -122.38631853796211       -5.8368221834600629     
   10000000.000000000        1.00000000       27.093207530829229        3.1582156086521845E-007  -125.34160052987144       -6.0019120212951522     
   9000000.0000000000        1.00000000       27.459934838558727        3.2089384285550510E-007  -125.81228794001176       -6.0282058600637765     
   7000000.0000000000        1.00000000       28.279857224884779        3.3416570228006700E-007  -126.96985653334320       -6.0928706913317443     
   5000000.0000000000        1.00000000       29.281364480068170        3.5745353484748539E-007  -128.58029726742473       -6.1828341534854090     
   2000000.0000000000        1.00000000       31.779661761454506        4.8889455951896888E-007  -132.77448229306657       -6.4171323787069614     
   1000000.0000000000        1.00000000       33.789335079500901        6.7532219125871451E-007  -135.07506004367400       -6.5456487127876279     
   900000.00000000000        1.00000000       34.117312446353147        7.1003027570970244E-007  -135.34266084623090       -6.5605975986197089     
   700000.00000000000        1.00000000       34.924473192002871        7.9944607772503372E-007  -135.90358634486344       -6.5919323747460927     
   500000.00000000000        1.00000000       36.052037090676080        9.3444428197755788E-007  -136.50709131456554       -6.6256457523031429     
   400000.00000000000        1.00000000       36.819343720279534        1.0343900490798678E-006  -136.83070236723472       -6.6437235182669525     
   300000.00000000000        1.00000000       37.813880124140418        1.1762459216789106E-006  -137.17445684118104       -6.6629265488116687     
   200000.00000000000        1.00000000       39.181566608551798        1.3999686330290585E-006  -137.54327737142228       -6.6835298352981942     
   100000.00000000000        1.00000000       41.249401658149829        1.8203630367895380E-006  -137.93087507394148       -6.7051820640971140     
   70000.000000000000        1.00000000       42.113597560996901        2.0318934973431263E-006  -138.04154261891597       -6.7113642447159059     
   50000.000000000000        1.00000000       42.788603929921727        2.2139819525355638E-006  -138.10811531216544       -6.7150831707483070     
   20000.000000000000        1.00000000       44.004188699694367        2.5826833981959479E-006  -138.18417780120157       -6.7193322217744651     
   10000.000000000000        1.00000000       44.479756356395505        2.7422012454728590E-006  -138.19841292330176       -6.7201274331977805     
   1000.0000000000000        1.00000000       44.945756600789842        2.9073101979038758E-006  -138.20373433163823       -6.7204247010868432     
   100.00000000000000        1.00000000       44.994552254621809        2.9251145862762174E-006  -138.20379252773427       -6.7204279520740871     
   10.000000000000000        1.00000000       44.999454990120213        2.9269099315905222E-006  -138.20379311558324       -6.7204279849128792     
   1.0000000000000000        1.00000000       44.999945496657283        2.9270892823888048E-006  -138.20379312147779       -6.7204279852421642     
  0.10000000000000001        1.00000000       44.999994549642189        2.9271073090610999E-006  -138.20379312155299       -6.7204279852463653     
   1.0000000000000000E-002   1.00000000       44.999999454963991        2.9271085206353254E-006  -138.20379312148251       -6.7204279852424280     
