 Give mantle model (i.e. S20RTS.sph)
 Give latitude, longitude, depth (in km)
   -90.00  -180.00   100.00 -0.95297
   -90.00  -175.00   100.00 -0.95298
   -90.00  -170.00   100.00 -0.95298
   -90.00  -165.00   100.00 -0.95299
   -90.00  -160.00   100.00 -0.95299
   -90.00  -155.00   100.00 -0.95298
   -90.00  -150.00   100.00 -0.95298
   -90.00  -145.00   100.00 -0.95297
   -90.00  -140.00   100.00 -0.95296
   -90.00  -135.00   100.00 -0.95295
   -90.00  -130.00   100.00 -0.95294
   -90.00  -125.00   100.00 -0.95293
   -90.00  -120.00   100.00 -0.95291
   -90.00  -115.00   100.00 -0.95290
   -90.00  -110.00   100.00 -0.95288
   -90.00  -105.00   100.00 -0.95287
   -90.00  -100.00   100.00 -0.95286
   -90.00   -95.00   100.00 -0.95285
   -90.00   -90.00   100.00 -0.95284
   -90.00   -85.00   100.00 -0.95283
   -90.00   -80.00   100.00 -0.95283
   -90.00   -75.00   100.00 -0.95283
   -90.00   -70.00   100.00 -0.95283
   -90.00   -65.00   100.00 -0.95283
   -90.00   -60.00   100.00 -0.95283
   -90.00   -55.00   100.00 -0.95284
   -90.00   -50.00   100.00 -0.95285
   -90.00   -45.00   100.00 -0.95286
   -90.00   -40.00   100.00 -0.95287
   -90.00   -35.00   100.00 -0.95289
   -90.00   -30.00   100.00 -0.95290
   -90.00   -25.00   100.00 -0.95291
   -90.00   -20.00   100.00 -0.95293
   -90.00   -15.00   100.00 -0.95294
   -90.00   -10.00   100.00 -0.95295
   -90.00    -5.00   100.00 -0.95296
   -90.00     0.00   100.00 -0.95297
   -90.00     5.00   100.00 -0.95298
   -90.00    10.00   100.00 -0.95298
   -90.00    15.00   100.00 -0.95299
   -90.00    20.00   100.00 -0.95299
   -90.00    25.00   100.00 -0.95298
   -90.00    30.00   100.00 -0.95298
   -90.00    35.00   100.00 -0.95297
   -90.00    40.00   100.00 -0.95296
   -90.00    45.00   100.00 -0.95295
   -90.00    50.00   100.00 -0.95294
   -90.00    55.00   100.00 -0.95293
   -90.00    60.00   100.00 -0.95291
   -90.00    65.00   100.00 -0.95290
   -90.00    70.00   100.00 -0.95289
   -90.00    75.00   100.00 -0.95287
   -90.00    80.00   100.00 -0.95286
   -90.00    85.00   100.00 -0.95285
   -90.00    90.00   100.00 -0.95284
   -90.00    95.00   100.00 -0.95283
   -90.00   100.00   100.00 -0.95283
   -90.00   105.00   100.00 -0.95283
   -90.00   110.00   100.00 -0.95283
   -90.00   115.00   100.00 -0.95283
   -90.00   120.00   100.00 -0.95283
   -90.00   125.00   100.00 -0.95284
   -90.00   130.00   100.00 -0.95285
   -90.00   135.00   100.00 -0.95286
   -90.00   140.00   100.00 -0.95287
   -90.00   145.00   100.00 -0.95289
   -90.00   150.00   100.00 -0.95290
   -90.00   155.00   100.00 -0.95291
   -90.00   160.00   100.00 -0.95293
   -90.00   165.00   100.00 -0.95294
   -90.00   170.00   100.00 -0.95295
   -90.00   175.00   100.00 -0.95296
   -90.00   180.00   100.00 -0.95297
   -85.00  -180.00   100.00 -0.76785
   -85.00  -175.00   100.00 -0.76067
   -85.00  -170.00   100.00 -0.75518
   -85.00  -165.00   100.00 -0.75137
   -85.00  -160.00   100.00 -0.74918
   -85.00  -155.00   100.00 -0.74856
   -85.00  -150.00   100.00 -0.74941
   -85.00  -145.00   100.00 -0.75164
   -85.00  -140.00   100.00 -0.75512
   -85.00  -135.00   100.00 -0.75973
   -85.00  -130.00   100.00 -0.76534
   -85.00  -125.00   100.00 -0.77181
   -85.00  -120.00   100.00 -0.77902
   -85.00  -115.00   100.00 -0.78685
   -85.00  -110.00   100.00 -0.79518
   -85.00  -105.00   100.00 -0.80393
   -85.00  -100.00   100.00 -0.81302
   -85.00   -95.00   100.00 -0.82238
   -85.00   -90.00   100.00 -0.83199
   -85.00   -85.00   100.00 -0.84183
   -85.00   -80.00   100.00 -0.85189
   -85.00   -75.00   100.00 -0.86218
   -85.00   -70.00   100.00 -0.87275
   -85.00   -65.00   100.00 -0.88361
   -85.00   -60.00   100.00 -0.89481
   -85.00   -55.00   100.00 -0.90638
   -85.00   -50.00   100.00 -0.91836
   -85.00   -45.00   100.00 -0.93077
   -85.00   -40.00   100.00 -0.94360
   -85.00   -35.00   100.00 -0.95685
   -85.00   -30.00   100.00 -0.97047
   -85.00   -25.00   100.00 -0.98440
   -85.00   -20.00   100.00 -0.99856
   -85.00   -15.00   100.00 -1.01284
   -85.00   -10.00   100.00 -1.02709
   -85.00    -5.00   100.00 -1.04117
   -85.00     0.00   100.00 -1.05491
   -85.00     5.00   100.00 -1.06812
   -85.00    10.00   100.00 -1.08060
   -85.00    15.00   100.00 -1.09217
   -85.00    20.00   100.00 -1.10262
   -85.00    25.00   100.00 -1.11179
   -85.00    30.00   100.00 -1.11948
   -85.00    35.00   100.00 -1.12556
   -85.00    40.00   100.00 -1.12988
   -85.00    45.00   100.00 -1.13234
   -85.00    50.00   100.00 -1.13286
   -85.00    55.00   100.00 -1.13138
   -85.00    60.00   100.00 -1.12788
   -85.00    65.00   100.00 -1.12238
   -85.00    70.00   100.00 -1.11490
   -85.00    75.00   100.00 -1.10552
   -85.00    80.00   100.00 -1.09432
   -85.00    85.00   100.00 -1.08143
   -85.00    90.00   100.00 -1.06699
   -85.00    95.00   100.00 -1.05117
   -85.00   100.00   100.00 -1.03414
   -85.00   105.00   100.00 -1.01610
   -85.00   110.00   100.00 -0.99725
   -85.00   115.00   100.00 -0.97783
   -85.00   120.00   100.00 -0.95804
   -85.00   125.00   100.00 -0.93811
   -85.00   130.00   100.00 -0.91828
   -85.00   135.00   100.00 -0.89876
   -85.00   140.00   100.00 -0.87976
   -85.00   145.00   100.00 -0.86150
   -85.00   150.00   100.00 -0.84416
   -85.00   155.00   100.00 -0.82791
   -85.00   160.00   100.00 -0.81292
   -85.00   165.00   100.00 -0.79932
   -85.00   170.00   100.00 -0.78722
   -85.00   175.00   100.00 -0.77671
   -85.00   180.00   100.00 -0.76785
   -80.00  -180.00   100.00 -0.51711
   -80.00  -175.00   100.00 -0.50693
   -80.00  -170.00   100.00 -0.50114
   -80.00  -165.00   100.00 -0.49961
   -80.00  -160.00   100.00 -0.50213
   -80.00  -155.00   100.00 -0.50842
   -80.00  -150.00   100.00 -0.51809
   -80.00  -145.00   100.00 -0.53072
   -80.00  -140.00   100.00 -0.54581
   -80.00  -135.00   100.00 -0.56283
   -80.00  -130.00   100.00 -0.58121
   -80.00  -125.00   100.00 -0.60041
   -80.00  -120.00   100.00 -0.61989
   -80.00  -115.00   100.00 -0.63915
   -80.00  -110.00   100.00 -0.65777
   -80.00  -105.00   100.00 -0.67540
   -80.00  -100.00   100.00 -0.69179
   -80.00   -95.00   100.00 -0.70680
   -80.00   -90.00   100.00 -0.72041
   -80.00   -85.00   100.00 -0.73272
   -80.00   -80.00   100.00 -0.74392
   -80.00   -75.00   100.00 -0.75433
   -80.00   -70.00   100.00 -0.76434
   -80.00   -65.00   100.00 -0.77441
   -80.00   -60.00   100.00 -0.78501
   -80.00   -55.00   100.00 -0.79666
   -80.00   -50.00   100.00 -0.80982
   -80.00   -45.00   100.00 -0.82492
   -80.00   -40.00   100.00 -0.84230
   -80.00   -35.00   100.00 -0.86220
   -80.00   -30.00   100.00 -0.88475
   -80.00   -25.00   100.00 -0.90993
   -80.00   -20.00   100.00 -0.93759
   -80.00   -15.00   100.00 -0.96747
   -80.00   -10.00   100.00 -0.99914
   -80.00    -5.00   100.00 -1.03210
   -80.00     0.00   100.00 -1.06574
   -80.00     5.00   100.00 -1.09938
   -80.00    10.00   100.00 -1.13232
   -80.00    15.00   100.00 -1.16383
   -80.00    20.00   100.00 -1.19320
   -80.00    25.00   100.00 -1.21977
   -80.00    30.00   100.00 -1.24292
   -80.00    35.00   100.00 -1.26213
   -80.00    40.00   100.00 -1.27695
   -80.00    45.00   100.00 -1.28704
   -80.00    50.00   100.00 -1.29218
   -80.00    55.00   100.00 -1.29222
   -80.00    60.00   100.00 -1.28714
   -80.00    65.00   100.00 -1.27699
   -80.00    70.00   100.00 -1.26192
   -80.00    75.00   100.00 -1.24215
   -80.00    80.00   100.00 -1.21797
   -80.00    85.00   100.00 -1.18971
   -80.00    90.00   100.00 -1.15776
   -80.00    95.00   100.00 -1.12257
   -80.00   100.00   100.00 -1.08458
   -80.00   105.00   100.00 -1.04430
   -80.00   110.00   100.00 -1.00222
   -80.00   115.00   100.00 -0.95888
   -80.00   120.00   100.00 -0.91482
   -80.00   125.00   100.00 -0.87059
   -80.00   130.00   100.00 -0.82673
   -80.00   135.00   100.00 -0.78380
   -80.00   140.00   100.00 -0.74232
   -80.00   145.00   100.00 -0.70281
   -80.00   150.00   100.00 -0.66577
   -80.00   155.00   100.00 -0.63165
   -80.00   160.00   100.00 -0.60085
   -80.00   165.00   100.00 -0.57374
   -80.00   170.00   100.00 -0.55061
   -80.00   175.00   100.00 -0.53169
   -80.00   180.00   100.00 -0.51711
   -75.00  -180.00   100.00 -0.22535
   -75.00  -175.00   100.00 -0.21419
   -75.00  -170.00   100.00 -0.21091
   -75.00  -165.00   100.00 -0.21534
   -75.00  -160.00   100.00 -0.22711
   -75.00  -155.00   100.00 -0.24568
   -75.00  -150.00   100.00 -0.27029
   -75.00  -145.00   100.00 -0.30002
   -75.00  -140.00   100.00 -0.33381
   -75.00  -135.00   100.00 -0.37044
   -75.00  -130.00   100.00 -0.40866
   -75.00  -125.00   100.00 -0.44713
   -75.00  -120.00   100.00 -0.48458
   -75.00  -115.00   100.00 -0.51979
   -75.00  -110.00   100.00 -0.55167
   -75.00  -105.00   100.00 -0.57933
   -75.00  -100.00   100.00 -0.60213
   -75.00   -95.00   100.00 -0.61969
   -75.00   -90.00   100.00 -0.63198
   -75.00   -85.00   100.00 -0.63926
   -75.00   -80.00   100.00 -0.64212
   -75.00   -75.00   100.00 -0.64146
   -75.00   -70.00   100.00 -0.63842
   -75.00   -65.00   100.00 -0.63435
   -75.00   -60.00   100.00 -0.63071
   -75.00   -55.00   100.00 -0.62902
   -75.00   -50.00   100.00 -0.63073
   -75.00   -45.00   100.00 -0.63720
   -75.00   -40.00   100.00 -0.64953
   -75.00   -35.00   100.00 -0.66858
