 Give mantle model (i.e. S20RTS.sph)
 Give latitude, longitude, depth (in km)
   -90.00  -180.00   100.00 -0.94746
   -90.00  -175.00   100.00 -0.94747
   -90.00  -170.00   100.00 -0.94748
   -90.00  -165.00   100.00 -0.94748
   -90.00  -160.00   100.00 -0.94748
   -90.00  -155.00   100.00 -0.94747
   -90.00  -150.00   100.00 -0.94747
   -90.00  -145.00   100.00 -0.94746
   -90.00  -140.00   100.00 -0.94745
   -90.00  -135.00   100.00 -0.94744
   -90.00  -130.00   100.00 -0.94743
   -90.00  -125.00   100.00 -0.94741
   -90.00  -120.00   100.00 -0.94740
   -90.00  -115.00   100.00 -0.94739
   -90.00  -110.00   100.00 -0.94737
   -90.00  -105.00   100.00 -0.94736
   -90.00  -100.00   100.00 -0.94735
   -90.00   -95.00   100.00 -0.94733
   -90.00   -90.00   100.00 -0.94733
   -90.00   -85.00   100.00 -0.94732
   -90.00   -80.00   100.00 -0.94731
   -90.00   -75.00   100.00 -0.94731
   -90.00   -70.00   100.00 -0.94731
   -90.00   -65.00   100.00 -0.94732
   -90.00   -60.00   100.00 -0.94732
   -90.00   -55.00   100.00 -0.94733
   -90.00   -50.00   100.00 -0.94734
   -90.00   -45.00   100.00 -0.94735
   -90.00   -40.00   100.00 -0.94736
   -90.00   -35.00   100.00 -0.94738
   -90.00   -30.00   100.00 -0.94739
   -90.00   -25.00   100.00 -0.94741
   -90.00   -20.00   100.00 -0.94742
   -90.00   -15.00   100.00 -0.94743
   -90.00   -10.00   100.00 -0.94745
   -90.00    -5.00   100.00 -0.94746
   -90.00     0.00   100.00 -0.94747
   -90.00     5.00   100.00 -0.94747
   -90.00    10.00   100.00 -0.94748
   -90.00    15.00   100.00 -0.94748
   -90.00    20.00   100.00 -0.94748
   -90.00    25.00   100.00 -0.94748
   -90.00    30.00   100.00 -0.94747
   -90.00    35.00   100.00 -0.94746
   -90.00    40.00   100.00 -0.94745
   -90.00    45.00   100.00 -0.94744
   -90.00    50.00   100.00 -0.94743
   -90.00    55.00   100.00 -0.94742
   -90.00    60.00   100.00 -0.94740
   -90.00    65.00   100.00 -0.94739
   -90.00    70.00   100.00 -0.94737
   -90.00    75.00   100.00 -0.94736
   -90.00    80.00   100.00 -0.94735
   -90.00    85.00   100.00 -0.94734
   -90.00    90.00   100.00 -0.94733
   -90.00    95.00   100.00 -0.94732
   -90.00   100.00   100.00 -0.94731
   -90.00   105.00   100.00 -0.94731
   -90.00   110.00   100.00 -0.94731
   -90.00   115.00   100.00 -0.94732
   -90.00   120.00   100.00 -0.94732
   -90.00   125.00   100.00 -0.94733
   -90.00   130.00   100.00 -0.94734
   -90.00   135.00   100.00 -0.94735
   -90.00   140.00   100.00 -0.94736
   -90.00   145.00   100.00 -0.94738
   -90.00   150.00   100.00 -0.94739
   -90.00   155.00   100.00 -0.94740
   -90.00   160.00   100.00 -0.94742
   -90.00   165.00   100.00 -0.94743
   -90.00   170.00   100.00 -0.94744
   -90.00   175.00   100.00 -0.94746
   -90.00   180.00   100.00 -0.94746
   -85.00  -180.00   100.00 -0.76375
   -85.00  -175.00   100.00 -0.75688
   -85.00  -170.00   100.00 -0.75170
   -85.00  -165.00   100.00 -0.74818
   -85.00  -160.00   100.00 -0.74628
   -85.00  -155.00   100.00 -0.74594
   -85.00  -150.00   100.00 -0.74705
   -85.00  -145.00   100.00 -0.74952
   -85.00  -140.00   100.00 -0.75322
   -85.00  -135.00   100.00 -0.75802
   -85.00  -130.00   100.00 -0.76379
   -85.00  -125.00   100.00 -0.77040
   -85.00  -120.00   100.00 -0.77771
   -85.00  -115.00   100.00 -0.78560
   -85.00  -110.00   100.00 -0.79396
   -85.00  -105.00   100.00 -0.80270
   -85.00  -100.00   100.00 -0.81173
   -85.00   -95.00   100.00 -0.82101
   -85.00   -90.00   100.00 -0.83050
   -85.00   -85.00   100.00 -0.84017
